# sample_id,timestamp,fsr1,fsr2,fsr3
509,1018,420,379,453
510,1020,421,381,449
511,1022,422,384,452
512,1024,420,383,450
513,1026,418,381,451
514,1028,421,380,450
515,1030,423,380,451
516,1032,418,383,453
517,1034,424,379,452
518,1036,422,383,452
519,1038,419,383,448
520,1040,421,383,450
521,1042,420,383,454
522,1044,425,382,455
523,1046,420,380,453
524,1048,421,385,452
525,1050,419,386,452
526,1052,420,381,450
527,1054,420,383,449
528,1056,421,379,450
529,1058,426,377,448
530,1060,422,382,451
531,1062,425,378,452
532,1064,419,382,449
533,1066,421,383,448
534,1068,422,381,447
535,1070,423,378,449
536,1072,423,382,448
537,1074,424,381,447
538,1076,420,381,450
539,1078,421,380,447
540,1080,422,380,449
541,1082,420,380,448
542,1084,418,380,448
543,1086,418,381,449
544,1088,423,380,443
545,1090,421,377,450
546,1092,421,380,448
547,1094,421,379,447
548,1096,420,379,444
549,1098,421,380,447
550,1100,418,383,450
551,1102,422,382,448
552,1104,419,380,450
553,1106,417,379,447
554,1108,420,379,450
555,1110,421,380,451
556,1112,421,380,449
557,1114,421,379,446
558,1116,418,377,447
559,1118,416,379,450
560,1120,421,381,448
561,1122,419,385,450
562,1124,419,380,448
563,1126,415,380,450
564,1128,420,376,450
565,1130,421,377,451
566,1132,416,380,452
567,1134,417,378,449
568,1136,417,379,450
569,1138,421,375,447
570,1140,417,382,450
571,1142,420,379,451
572,1144,420,377,450
573,1146,422,379,448
574,1148,420,375,453
575,1150,419,379,448
576,1152,419,380,447
577,1154,420,379,450
578,1156,419,379,450
579,1158,422,373,449
580,1160,419,380,451
581,1162,417,380,450
582,1164,417,379,452
583,1166,421,379,450
584,1168,417,378,451
585,1170,420,380,450
586,1172,418,385,450
587,1174,420,382,452
588,1176,415,381,451
589,1178,423,380,452
590,1180,420,382,450
591,1182,420,381,451
592,1184,421,382,449
593,1186,417,381,453
594,1188,420,382,452
595,1190,421,383,450
596,1192,425,382,449
597,1194,422,379,453
598,1196,421,383,450
599,1198,421,381,448
600,1200,421,380,452
601,1202,418,377,453
602,1204,419,384,452
603,1206,420,382,453
604,1208,421,379,451
605,1210,418,379,445
606,1212,419,380,452
607,1214,421,384,452
608,1216,420,383,451
609,1218,420,380,453
610,1220,425,380,451
611,1222,423,377,453
612,1224,422,384,449
613,1226,421,382,450
614,1228,419,379,449
615,1230,418,383,450
616,1232,418,382,454
617,1234,421,382,452
618,1236,421,383,453
619,1238,421,381,451
620,1240,423,380,447
621,1242,424,381,452
622,1244,426,382,452
623,1246,420,380,450
624,1248,421,386,450
625,1250,423,381,453
626,1252,422,380,448
627,1254,417,380,451
628,1256,423,384,451
629,1258,420,380,451
630,1260,420,381,450
631,1262,423,383,450
632,1264,420,380,448
633,1266,419,380,450
634,1268,421,380,450
635,1270,421,381,451
636,1272,423,380,448
637,1274,420,379,453
638,1276,424,381,450
639,1278,421,378,444
640,1280,422,380,450
641,1282,421,380,451
642,1284,424,382,449
643,1286,419,379,449
644,1288,419,376,448
645,1290,420,378,447
646,1292,419,381,448
647,1294,419,380,452
648,1296,417,381,452
649,1298,418,377,448
650,1300,420,379,451
651,1302,419,378,449
652,1304,421,378,447
653,1306,420,378,449
654,1308,418,379,446
655,1310,419,380,451
656,1312,417,374,448
657,1314,420,377,452
658,1316,420,381,446
659,1318,422,378,450
660,1320,420,377,448
661,1322,417,380,448
662,1324,419,381,448
663,1326,420,379,452
664,1328,420,378,453
665,1330,419,377,450
666,1332,417,380,449
667,1334,422,376,450
668,1336,420,376,445
669,1338,418,376,450
670,1340,416,380,452
671,1342,419,377,446
672,1344,420,382,449
673,1346,420,379,449
674,1348,416,379,450
675,1350,417,380,451
676,1352,417,380,452
677,1354,415,380,447
678,1356,419,376,449
679,1358,418,380,451
680,1360,419,380,453
681,1362,419,378,450
682,1364,416,379,451
683,1366,420,372,451
684,1368,417,381,452
685,1370,422,381,450
686,1372,418,379,456
687,1374,419,381,452
688,1376,421,379,447
689,1378,418,383,452
690,1380,419,377,449
691,1382,415,379,454
692,1384,421,379,449
693,1386,421,382,453
694,1388,419,382,452
695,1390,419,381,452
696,1392,421,382,451
697,1394,419,381,449
698,1396,420,380,451
699,1398,420,383,451
700,1400,420,380,450
701,1402,420,378,453
702,1404,421,381,454
703,1406,420,380,450
704,1408,422,380,450
705,1410,419,381,451
706,1412,420,381,451
707,1414,424,382,453
708,1416,419,382,450
709,1418,419,380,451
710,1420,419,381,452
711,1422,421,381,449
712,1424,422,383,449
713,1426,423,378,452
714,1428,421,384,454
715,1430,423,382,452
716,1432,422,383,450
717,1434,421,379,451
718,1436,423,384,452
719,1438,418,383,451
720,1440,422,378,448
721,1442,421,379,451
722,1444,421,383,453
723,1446,421,385,452
724,1448,420,378,450
725,1450,423,384,450
726,1452,419,381,453
727,1454,425,383,452
728,1456,423,381,452
729,1458,422,384,453
730,1460,421,382,447
731,1462,421,379,450
732,1464,423,380,445
733,1466,422,381,453
734,1468,423,379,448
735,1470,422,383,449
736,1472,422,381,450
737,1474,420,381,450
738,1476,418,383,449
739,1478,419,377,446
740,1480,426,381,446
741,1482,423,381,450
742,1484,420,379,450
743,1486,421,378,449
744,1488,421,381,452
745,1490,419,379,448
746,1492,418,379,447
747,1494,423,382,447
748,1496,426,379,446
749,1498,424,382,449
750,1500,419,377,450
751,1502,420,382,448
752,1504,419,380,448
753,1506,417,377,447
754,1508,420,380,447
755,1510,420,381,446
756,1512,418,380,444
757,1514,419,378,447
758,1516,417,381,448
759,1518,422,380,448
760,1520,418,377,448
761,1522,419,377,446
762,1524,420,379,451
763,1526,419,381,449
764,1528,421,379,452
765,1530,417,377,452
766,1532,420,380,447
767,1534,417,379,446
768,1536,421,378,447
769,1538,418,376,446
770,1540,421,378,451
771,1542,416,380,449
772,1544,420,374,451
773,1546,417,376,447
774,1548,418,380,450
775,1550,417,377,449
776,1552,420,377,453
777,1554,418,378,449
778,1556,417,377,448
779,1558,418,378,448
780,1560,420,382,451
781,1562,421,381,451
782,1564,418,374,451
783,1566,416,380,449
784,1568,421,381,453
785,1570,419,376,447
786,1572,420,381,449
787,1574,418,380,455
788,1576,416,375,451
789,1578,420,379,453
790,1580,419,379,451
791,1582,414,376,449
792,1584,419,380,450
793,1586,419,386,450
794,1588,422,380,450
795,1590,422,381,455
796,1592,419,380,447
797,1594,420,382,449
798,1596,419,381,453
799,1598,422,380,451
800,1600,423,377,451
801,1602,423,381,456
802,1604,423,380,449
803,1606,422,383,451
804,1608,418,382,454
805,1610,422,384,454
806,1612,422,383,448
807,1614,422,378,451
808,1616,423,382,449
809,1618,419,387,453
810,1620,421,380,454
811,1622,418,382,452
812,1624,420,383,450
813,1626,420,380,452
814,1628,422,383,454
815,1630,422,382,450
816,1632,423,381,456
817,1634,418,380,452
818,1636,424,383,451
819,1638,421,380,448
820,1640,422,382,449
821,1642,422,382,449
822,1644,418,383,449
823,1646,417,380,450
824,1648,424,385,452
825,1650,423,380,450
826,1652,420,379,450
827,1654,420,382,451
828,1656,422,383,451
829,1658,422,379,448
830,1660,421,382,452
831,1662,418,384,449
832,1664,424,383,451
833,1666,424,382,451
834,1668,420,381,452
835,1670,421,380,446
836,1672,424,378,451
837,1674,420,377,452
838,1676,420,378,450
839,1678,420,382,452
840,1680,418,380,451
841,1682,422,380,448
842,1684,422,382,451
843,1686,420,380,446
844,1688,421,382,446
845,1690,426,376,449
846,1692,420,378,446
847,1694,419,377,446
848,1696,417,382,447
849,1698,420,381,447
850,1700,418,379,448
851,1702,422,381,448
852,1704,419,379,449
853,1706,421,377,446
854,1708,420,379,449
855,1710,421,379,449
856,1712,420,379,448
857,1714,420,377,448
858,1716,419,379,446
859,1718,419,376,449
860,1720,416,377,450
861,1722,418,379,449
862,1724,419,378,446
863,1726,419,377,448
864,1728,420,380,448
865,1730,422,379,446
866,1732,417,379,447
867,1734,418,380,450
868,1736,418,375,447
869,1738,419,376,451
870,1740,415,378,447
871,1742,419,381,451
872,1744,417,381,448
873,1746,421,379,450
874,1748,422,379,449
875,1750,418,377,452
876,1752,424,379,451
877,1754,418,377,448
878,1756,419,381,450
879,1758,415,376,450
880,1760,420,378,451
881,1762,419,380,452
882,1764,418,379,451
883,1766,416,381,451
884,1768,417,380,449
885,1770,417,383,449
886,1772,420,380,450
887,1774,415,380,453
888,1776,420,378,454
889,1778,418,382,453
890,1780,418,376,450
891,1782,424,378,451
892,1784,418,377,452
893,1786,419,382,452
894,1788,418,386,451
895,1790,419,378,451
896,1792,422,379,448
897,1794,423,382,447
898,1796,421,380,453
899,1798,416,378,450
900,1800,418,379,451
901,1802,422,380,455
902,1804,424,382,452
903,1806,419,380,451
904,1808,423,381,451
905,1810,422,382,450
906,1812,420,380,452
907,1814,420,383,450
908,1816,422,382,452
909,1818,421,383,452
910,1820,418,379,452
911,1822,421,379,451
912,1824,423,380,452
913,1826,420,382,450
914,1828,418,384,449
915,1830,423,381,453
916,1832,423,382,451
917,1834,423,381,449
918,1836,422,380,452
919,1838,421,379,449
920,1840,425,378,453
921,1842,422,378,450
922,1844,423,382,453
923,1846,423,382,450
924,1848,422,386,449
925,1850,416,381,452
926,1852,423,379,453
927,1854,423,377,454
928,1856,424,381,448
929,1858,421,379,450
930,1860,423,380,448
931,1862,422,379,448
932,1864,422,380,446
933,1866,420,383,448
934,1868,422,380,449
935,1870,421,381,448
936,1872,422,381,449
937,1874,423,378,451
938,1876,420,382,451
939,1878,422,376,449
940,1880,423,383,450
941,1882,419,379,445
942,1884,426,382,446
943,1886,421,379,449
944,1888,417,378,446
945,1890,422,380,441
946,1892,418,376,446
947,1894,423,379,450
948,1896,421,379,447
949,1898,417,380,447
950,1900,422,379,446
951,1902,423,381,450
952,1904,416,378,447
953,1906,420,379,447
954,1908,424,376,446
955,1910,421,379,452
956,1912,416,375,446
957,1914,419,377,449
958,1916,422,377,446
959,1918,419,379,450
960,1920,418,377,450
961,1922,418,382,450
962,1924,419,378,451
963,1926,416,380,450
964,1928,419,380,448
965,1930,419,382,445
966,1932,416,374,449
967,1934,420,380,444
968,1936,417,380,451
969,1938,421,376,446
970,1940,421,379,449
971,1942,423,379,448
972,1944,419,378,451
973,1946,421,377,451
974,1948,417,378,451
975,1950,421,380,448
976,1952,421,376,449
977,1954,419,381,452
978,1956,419,375,453
979,1958,416,380,453
980,1960,417,383,451
981,1962,417,381,451
982,1964,422,382,452
983,1966,420,378,451
984,1968,416,380,449
985,1970,416,376,451
986,1972,417,376,452
987,1974,421,376,455
988,1976,419,383,450
989,1978,416,381,453
990,1980,422,381,453
991,1982,419,381,452
992,1984,417,380,453
993,1986,421,381,451
994,1988,418,385,449
995,1990,419,378,447
996,1992,418,383,452
997,1994,422,383,454
998,1996,422,381,451
999,1998,418,384,450
1000,2000,419,380,452
1001,2001,419,381,452
1002,2004,420,380,453
1003,2005,423,382,451
1004,2008,421,378,451
1005,2009,421,379,451
1006,2012,423,379,454
1007,2013,426,383,447
1008,2016,424,383,454
1009,2017,422,379,451
1010,2020,422,381,449
1011,2021,423,383,454
1012,2024,419,383,453
1013,2025,417,377,449
1014,2028,422,379,451
1015,2029,420,385,451
1016,2032,417,384,450
1017,2033,422,381,451
1018,2036,421,382,452
1019,2037,422,382,451
1020,2040,423,384,453
1021,2041,421,381,451
1022,2044,422,382,451
1023,2045,422,381,450
1024,2048,421,380,450
1025,2050,421,376,453
1026,2052,419,378,450
1027,2054,424,381,449
1028,2056,418,384,451
1029,2058,423,387,450
1030,2060,423,379,450
1031,2062,423,383,449
1032,2064,419,381,447
1033,2066,424,381,451
1034,2068,422,382,448
1035,2070,421,383,449
1036,2072,423,382,451
1037,2074,417,383,448
1038,2076,423,380,450
1039,2078,419,379,447
1040,2080,421,380,449
1041,2082,419,381,452
1042,2084,422,381,446
1043,2086,420,380,448
1044,2088,418,384,453
1045,2090,419,380,445
1046,2092,416,374,448
1047,2094,421,380,450
1048,2096,421,381,449
1049,2098,419,380,450
1050,2100,419,379,448
1051,2102,417,379,447
1052,2104,419,378,450
1053,2106,423,380,451
1054,2108,421,379,449
1055,2110,418,375,452
1056,2112,418,379,448
1057,2114,417,379,449
1058,2116,419,377,453
1059,2118,420,378,451
1060,2120,417,378,447
1061,2122,418,376,446
1062,2124,418,375,447
1063,2126,421,380,449
1064,2128,419,380,452
1065,2130,421,375,451
1066,2132,420,380,445
1067,2134,418,380,448
1068,2136,418,381,448
1069,2138,417,375,448
1070,2140,422,376,448
1071,2142,418,379,446
1072,2144,420,378,450
1073,2146,422,378,450
1074,2148,417,379,449
1075,2150,417,381,451
1076,2152,422,377,449
1077,2154,422,377,450
1078,2156,421,381,449
1079,2158,417,383,445
1080,2160,418,379,448
1081,2162,421,376,450
1082,2164,420,378,456
1083,2166,421,379,449
1084,2168,415,380,449
1085,2170,420,380,452
1086,2172,421,379,453
1087,2174,418,377,454
1088,2176,423,378,454
1089,2178,421,380,450
1090,2180,420,379,450
1091,2182,418,378,453
1092,2184,418,382,449
1093,2186,419,383,450
1094,2188,418,380,451
1095,2190,420,380,450
1096,2192,417,379,455
1097,2194,420,382,449
1098,2196,419,382,452
1099,2198,422,379,451
1100,2200,422,382,451
1101,2202,420,383,454
1102,2204,419,384,452
1103,2206,422,382,453
1104,2208,421,381,450
1105,2210,421,381,451
1106,2212,416,381,450
1107,2214,424,382,451
1108,2216,424,382,449
1109,2218,422,382,454
1110,2220,423,382,449
1111,2222,423,384,453
1112,2224,424,385,452
1113,2226,423,381,454
1114,2228,420,382,454
1115,2230,416,380,447
1116,2232,427,382,453
1117,2234,425,380,449
1118,2236,418,383,452
1119,2238,422,377,450
1120,2240,428,382,453
1121,2242,421,379,452
1122,2244,421,381,451
1123,2246,422,381,452
1124,2248,420,384,454
1125,2250,421,381,453
1126,2252,419,380,451
1127,2254,421,380,452
1128,2256,421,381,453
1129,2258,420,383,448
1130,2260,418,379,450
1131,2262,424,379,451
1132,2264,423,380,449
1133,2266,418,382,451
1134,2268,419,379,452
1135,2270,421,379,450
1136,2272,421,383,449
1137,2274,422,379,449
1138,2276,421,381,447
1139,2278,422,378,451
1140,2280,419,381,451
1141,2282,422,382,450
1142,2284,418,374,447
1143,2286,420,378,453
1144,2288,420,381,452
1145,2290,423,381,451
1146,2292,422,378,448
1147,2294,420,383,449
1148,2296,419,384,449
1149,2298,419,376,451
1150,2300,417,379,451
1151,2302,421,381,447
1152,2304,422,379,451
1153,2306,419,377,449
1154,2308,421,378,447
1155,2310,422,378,448
1156,2312,419,381,449
1157,2314,418,381,450
1158,2316,418,377,447
1159,2318,420,380,448
1160,2320,421,378,448
1161,2322,418,376,448
1162,2324,420,382,445
1163,2326,417,378,446
1164,2328,418,375,446
1165,2330,420,378,451
1166,2332,419,377,446
1167,2334,420,379,449
1168,2336,417,377,447
1169,2338,416,381,446
1170,2340,416,380,448
1171,2342,416,379,446
1172,2344,420,381,453
1173,2346,416,376,449
1174,2348,417,376,449
1175,2350,420,376,453
1176,2352,417,382,451
1177,2354,417,375,451
1178,2356,419,379,450
1179,2358,418,381,451
1180,2360,422,377,448
1181,2362,418,382,449
1182,2364,418,380,450
1183,2366,416,379,448
1184,2368,420,378,453
1185,2370,421,378,453
1186,2372,420,378,451
1187,2374,422,382,450
1188,2376,421,381,454
1189,2378,419,378,449
1190,2380,418,381,455
1191,2382,421,383,451
1192,2384,417,379,449
1193,2386,419,381,450
1194,2388,418,377,449
1195,2390,417,381,453
1196,2392,421,379,454
1197,2394,417,381,452
1198,2396,419,383,451
1199,2398,418,383,451
1200,2400,423,382,449
1201,2402,420,381,454
1202,2404,422,381,449
1203,2406,421,383,449
1204,2408,419,378,448
1205,2410,419,380,450
1206,2412,422,385,451
1207,2414,422,381,455
1208,2416,420,382,452
1209,2418,422,386,454
1210,2420,421,379,449
1211,2422,423,383,453
1212,2424,423,384,450
1213,2426,421,380,449
1214,2428,423,380,450
1215,2430,424,377,452
1216,2432,417,384,450
1217,2434,424,382,451
1218,2436,420,382,453
1219,2438,420,381,449
1220,2440,420,379,454
1221,2442,424,383,454
1222,2444,423,382,448
1223,2446,423,382,449
1224,2448,427,381,452
1225,2450,421,380,452
1226,2452,419,381,452
1227,2454,423,379,451
1228,2456,421,381,454
1229,2458,423,381,450
1230,2460,418,379,446
1231,2462,421,379,451
1232,2464,421,380,450
1233,2466,419,383,452
1234,2468,420,379,450
1235,2470,422,384,450
1236,2472,421,379,450
1237,2474,421,382,448
1238,2476,420,381,452
1239,2478,425,382,448
1240,2480,419,377,449
1241,2482,421,383,451
1242,2484,422,379,453
1243,2486,423,379,449
1244,2488,416,380,447
1245,2490,422,382,448
1246,2492,418,380,450
1247,2494,418,382,449
1248,2496,421,382,451
1249,2498,422,379,447
1250,2500,418,381,449
1251,2502,420,379,449
1252,2504,419,376,448
1253,2506,419,382,447
1254,2508,423,379,450
1255,2510,421,378,447
1256,2512,420,377,448
1257,2514,416,378,451
1258,2516,416,382,453
1259,2518,419,376,446
1260,2520,419,376,451
1261,2522,420,382,450
1262,2524,417,379,451
1263,2526,415,376,444
1264,2528,418,380,451
1265,2530,418,378,448
1266,2532,416,378,449
1267,2534,419,378,450
1268,2536,417,381,450
1269,2538,420,377,447
1270,2540,421,377,447
1271,2542,418,380,450
1272,2544,418,379,451
1273,2546,418,379,450
1274,2548,416,381,451
1275,2550,416,380,448
1276,2552,419,379,447
1277,2554,417,381,451
1278,2556,415,379,449
1279,2558,421,384,452
1280,2560,420,376,450
1281,2562,418,381,448
1282,2564,421,377,447
1283,2566,421,380,450
1284,2568,418,378,451
1285,2570,417,379,447
1286,2572,418,378,451
