# sample_id,timestamp,fsr1,fsr2,fsr3
402,804,416,379,452
403,806,418,382,452
404,808,422,381,450
405,810,421,382,449
406,812,421,383,448
407,814,418,378,449
408,816,422,384,448
409,818,422,378,448
410,820,419,379,449
411,822,419,381,448
412,824,419,382,449
413,826,421,383,451
414,828,418,379,448
415,830,416,382,447
416,832,419,380,446
417,834,422,379,449
418,836,421,379,454
419,838,417,378,451
420,840,420,381,451
421,842,420,379,453
422,844,422,378,450
423,846,420,380,450
424,848,417,380,451
425,850,424,380,451
426,852,420,380,449
427,854,424,382,453
428,856,421,379,449
429,858,420,384,448
430,860,417,378,450
431,862,423,381,451
432,864,420,383,450
433,866,420,381,449
434,868,419,381,447
435,870,425,380,452
436,872,424,381,452
437,874,419,375,453
438,876,420,374,452
439,878,418,378,450
440,880,422,379,452
441,882,420,380,453
442,884,421,380,449
443,886,422,386,449
444,888,420,380,454
445,890,424,377,448
446,892,416,379,451
447,894,421,379,451
448,896,419,378,452
449,898,421,377,447
450,900,420,383,452
451,902,419,377,451
452,904,419,381,454
453,906,419,379,449
454,908,420,381,452
455,910,422,378,449
456,912,419,376,451
457,914,419,383,447
458,916,418,381,448
459,918,420,381,453
460,920,419,381,450
461,922,415,381,452
462,924,416,380,448
463,926,424,379,449
464,928,421,382,450
465,930,421,381,448
466,932,422,378,447
467,934,418,379,453
468,936,422,380,451
469,938,421,381,445
470,940,416,382,446
471,942,420,385,448
472,944,417,377,452
473,946,419,378,448
474,948,420,381,448
475,950,422,381,451
476,952,424,382,449
477,954,421,379,447
478,956,418,380,450
479,958,421,381,448
480,960,423,380,450
481,962,421,380,451
482,964,420,378,446
483,966,419,382,451
484,968,418,377,451
485,970,419,377,451
486,972,418,379,451
487,974,418,382,451
488,976,420,381,449
489,978,417,379,452
490,980,419,382,449
491,982,423,380,447
492,984,420,378,450
493,986,419,381,447
494,988,420,377,448
495,990,413,378,446
496,992,418,381,450
497,994,422,379,448
498,996,421,380,448
499,998,417,380,451
500,1000,421,376,449
501,1002,420,381,453
502,1004,422,380,449
503,1006,417,379,449
504,1008,421,382,451
505,1010,425,378,450
506,1012,422,381,449
507,1014,420,382,446
508,1016,426,383,448
509,1018,419,379,452
510,1020,421,381,449
511,1022,419,379,451
512,1024,419,380,452
513,1026,420,380,452
514,1028,421,375,451
515,1030,422,381,450
516,1032,420,384,450
517,1034,416,381,450
518,1036,419,379,449
519,1038,421,381,450
520,1040,419,379,451
521,1042,421,379,453
522,1044,419,380,451
523,1046,420,380,452
524,1048,418,382,453
525,1050,418,379,451
526,1052,420,379,452
527,1054,419,382,448
528,1056,421,377,448
529,1058,421,381,446
530,1060,419,376,448
531,1062,418,380,452
532,1064,415,377,450
533,1066,426,379,447
534,1068,423,377,449
535,1070,422,382,450
536,1072,420,382,451
537,1074,422,383,446
538,1076,422,380,453
539,1078,422,380,449
540,1080,418,380,453
541,1082,421,380,446
542,1084,421,378,448
543,1086,418,380,449
544,1088,421,378,450
545,1090,421,380,451
546,1092,423,381,449
547,1094,421,381,449
548,1096,419,382,448
549,1098,420,380,449
550,1100,420,379,447
551,1102,421,380,448
552,1104,421,379,448
553,1106,419,383,453
554,1108,421,381,448
555,1110,417,375,448
556,1112,419,381,452
557,1114,424,383,452
558,1116,416,378,450
559,1118,419,378,450
560,1120,419,380,450
561,1122,420,378,447
562,1124,417,382,448
563,1126,422,379,451
564,1128,416,381,454
565,1130,419,378,453
566,1132,420,379,449
567,1134,420,381,447
568,1136,423,382,451
569,1138,420,382,454
570,1140,422,376,449
571,1142,420,378,448
572,1144,416,379,450
573,1146,421,381,452
574,1148,420,380,449
575,1150,421,384,447
576,1152,419,380,450
577,1154,416,381,451
578,1156,418,380,451
579,1158,418,380,449
580,1160,417,379,446
581,1162,421,378,450
582,1164,419,383,451
583,1166,417,379,449
584,1168,417,380,449
585,1170,422,376,451
586,1172,417,382,447
587,1174,418,379,448
588,1176,417,381,446
589,1178,420,383,449
590,1180,419,379,449
591,1182,421,379,448
592,1184,418,385,446
593,1186,420,380,449
594,1188,421,377,449
595,1190,421,378,450
596,1192,420,381,452
597,1194,415,378,450
598,1196,421,380,452
599,1198,420,380,454
600,1200,418,380,455
601,1202,420,379,452
602,1204,422,381,448
603,1206,422,381,451
604,1208,421,383,453
605,1210,421,376,448
606,1212,419,384,446
607,1214,420,379,447
608,1216,420,378,449
609,1218,422,381,447
610,1220,416,379,450
611,1222,420,381,451
612,1224,417,379,454
613,1226,418,380,451
614,1228,420,383,450
615,1230,417,385,452
616,1232,420,379,453
617,1234,420,383,451
618,1236,419,380,450
619,1238,421,379,450
620,1240,423,378,452
621,1242,424,378,452
622,1244,420,382,451
623,1246,418,380,451
624,1248,419,381,451
625,1250,421,377,452
626,1252,419,386,451
627,1254,420,382,452
628,1256,418,385,451
629,1258,418,377,449
630,1260,422,379,452
631,1262,423,378,452
632,1264,420,383,449
633,1266,420,382,453
634,1268,420,382,449
635,1270,418,379,452
636,1272,417,382,452
637,1274,422,377,453
638,1276,418,381,449
639,1278,419,382,451
640,1280,424,380,445
641,1282,423,379,450
642,1284,421,377,452
643,1286,419,380,449
644,1288,418,381,451
645,1290,420,379,450
646,1292,421,379,452
647,1294,422,381,449
648,1296,421,381,454
649,1298,423,384,450
650,1300,420,382,447
651,1302,421,385,447
652,1304,419,384,454
653,1306,419,379,449
654,1308,418,377,453
655,1310,420,382,451
656,1312,421,378,449
657,1314,420,377,450
658,1316,419,379,449
659,1318,419,379,449
660,1320,417,383,451
661,1322,421,379,451
662,1324,420,382,450
663,1326,421,379,449
664,1328,423,381,451
665,1330,421,384,445
666,1332,420,378,449
667,1334,420,380,451
668,1336,423,381,447
669,1338,423,382,450
670,1340,422,374,449
671,1342,420,382,450
672,1344,420,379,447
673,1346,422,382,453
674,1348,421,380,449
675,1350,425,381,448
676,1352,424,378,449
677,1354,419,379,450
678,1356,418,379,450
679,1358,417,378,450
680,1360,418,378,450
681,1362,421,384,454
682,1364,417,382,449
683,1366,419,377,453
684,1368,420,386,448
685,1370,421,381,450
686,1372,422,383,449
687,1374,423,381,449
688,1376,418,385,451
689,1378,420,376,453
690,1380,417,379,454
691,1382,419,379,448
692,1384,421,382,448
693,1386,422,378,448
694,1388,422,381,451
695,1390,423,377,451
696,1392,421,380,451
697,1394,424,380,448
698,1396,421,381,446
699,1398,419,382,451
700,1400,419,384,445
701,1402,422,380,451
702,1404,419,379,452
703,1406,425,378,452
704,1408,420,380,450
705,1410,422,379,450
706,1412,423,379,453
707,1414,417,376,449
708,1416,420,380,448
709,1418,421,382,450
710,1420,424,376,450
711,1422,416,379,448
712,1424,420,380,449
713,1426,420,384,451
714,1428,418,380,452
715,1430,417,381,449
716,1432,420,381,450
717,1434,417,378,445
718,1436,420,381,451
719,1438,419,383,450
720,1440,423,380,449
721,1442,422,380,453
722,1444,423,381,449
723,1446,420,380,449
724,1448,416,379,448
725,1450,420,380,451
726,1452,420,382,447
727,1454,420,382,448
728,1456,419,381,452
729,1458,419,382,447
730,1460,421,383,447
731,1462,421,380,450
732,1464,419,382,451
733,1466,421,377,446
734,1468,422,382,452
735,1470,420,379,451
736,1472,421,380,450
737,1474,421,378,451
738,1476,420,380,451
739,1478,418,376,449
740,1480,422,379,450
741,1482,416,382,451
742,1484,419,384,453
743,1486,423,378,449
744,1488,418,381,452
745,1490,421,381,451
746,1492,422,384,451
747,1494,422,380,451
748,1496,421,380,450
749,1498,420,384,453
750,1500,418,382,450
751,1502,421,377,450
752,1504,423,380,452
753,1506,420,382,449
754,1508,420,381,449
755,1510,423,383,448
756,1512,420,385,450
757,1514,417,380,448
758,1516,420,381,450
759,1518,423,379,453
760,1520,418,383,446
761,1522,419,380,452
762,1524,418,383,453
763,1526,419,383,453
764,1528,417,379,450
765,1530,420,382,449
766,1532,419,379,450
767,1534,421,382,452
768,1536,421,379,452
769,1538,420,380,449
770,1540,420,379,453
771,1542,420,379,447
772,1544,423,380,448
773,1546,421,382,447
774,1548,418,381,453
775,1550,421,380,452
776,1552,420,381,447
777,1554,416,383,451
778,1556,418,379,453
779,1558,416,378,449
780,1560,420,381,450
781,1562,422,379,450
782,1564,416,379,451
783,1566,422,383,450
784,1568,421,379,449
785,1570,419,381,451
786,1572,422,375,448
787,1574,420,380,449
788,1576,416,377,446
789,1578,420,379,451
790,1580,419,378,453
791,1582,420,381,452
792,1584,422,378,450
793,1586,418,381,449
794,1588,421,382,452
795,1590,418,381,452
796,1592,421,378,456
797,1594,421,376,454
798,1596,419,381,448
799,1598,422,383,449
800,1600,419,380,452
801,1602,417,383,453
802,1604,417,377,450
803,1606,420,382,449
804,1608,421,382,450
805,1610,420,381,448
806,1612,419,379,455
807,1614,421,379,451
808,1616,420,376,447
809,1618,420,381,450
810,1620,422,376,453
811,1622,415,379,451
812,1624,419,377,452
813,1626,420,379,448
814,1628,419,382,453
815,1630,421,383,447
816,1632,420,380,455
817,1634,424,380,449
818,1636,420,378,452
819,1638,422,383,452
820,1640,418,377,449
821,1642,420,378,453
822,1644,424,385,452
823,1646,420,380,450
824,1648,419,378,448
825,1650,416,381,452
826,1652,420,379,449
827,1654,419,384,449
828,1656,424,378,449
829,1658,418,382,451
830,1660,420,380,449
831,1662,418,378,451
832,1664,420,383,450
833,1666,423,382,449
834,1668,417,381,450
835,1670,420,381,451
836,1672,421,378,450
837,1674,422,381,448
838,1676,425,382,451
839,1678,420,379,450
840,1680,419,380,447
841,1682,419,380,452
842,1684,419,378,454
843,1686,417,381,449
844,1688,417,381,452
845,1690,417,380,450
846,1692,421,381,452
847,1694,422,380,450
848,1696,418,378,449
849,1698,422,383,454
850,1700,420,377,452
851,1702,417,380,450
852,1704,419,380,453
853,1706,418,383,450
854,1708,417,381,448
855,1710,418,377,451
856,1712,420,381,453
857,1714,421,379,449
858,1716,418,380,448
859,1718,419,382,451
860,1720,420,379,454
861,1722,419,382,449
862,1724,420,379,448
863,1726,422,378,450
864,1728,421,379,451
865,1730,420,378,449
866,1732,422,377,448
867,1734,415,380,449
868,1736,421,382,446
869,1738,423,378,449
870,1740,421,377,450
871,1742,420,377,448
872,1744,423,381,453
873,1746,421,384,451
874,1748,419,378,449
875,1750,418,378,448
876,1752,425,381,448
877,1754,424,382,450
878,1756,420,380,448
879,1758,423,378,451
880,1760,422,379,451
881,1762,420,383,449
882,1764,417,382,452
883,1766,423,380,451
884,1768,417,378,451
885,1770,420,382,453
886,1772,419,381,450
887,1774,419,380,451
888,1776,423,375,451
889,1778,419,378,449
890,1780,424,380,451
891,1782,421,380,450
892,1784,422,382,449
893,1786,419,380,450
894,1788,419,381,448
895,1790,420,381,451
896,1792,416,379,448
897,1794,422,382,450
898,1796,418,379,453
899,1798,420,380,451
900,1800,423,383,449
901,1802,422,379,447
902,1804,418,381,451
903,1806,415,379,451
904,1808,423,380,453
905,1810,422,383,450
906,1812,422,381,448
907,1814,422,381,453
908,1816,418,378,454
909,1818,418,380,448
910,1820,419,382,446
911,1822,418,381,448
912,1824,422,380,451
913,1826,420,378,450
914,1828,417,379,454
915,1830,418,377,452
916,1832,419,378,450
917,1834,425,380,450
918,1836,419,379,449
919,1838,416,382,449
920,1840,421,381,452
921,1842,419,379,452
922,1844,418,382,450
923,1846,421,381,452
924,1848,421,380,447
925,1850,416,380,452
926,1852,422,385,446
927,1854,425,384,452
928,1856,425,381,449
929,1858,423,379,450
930,1860,421,378,449
931,1862,419,377,447
932,1864,419,374,450
933,1866,418,382,446
934,1868,416,382,451
935,1870,421,382,453
936,1872,420,380,448
937,1874,421,378,452
938,1876,422,378,448
939,1878,422,382,451
940,1880,423,381,451
941,1882,422,381,451
942,1884,421,380,448
943,1886,420,378,453
944,1888,419,379,453
945,1890,420,383,452
946,1892,421,379,449
947,1894,421,381,451
948,1896,420,380,450
949,1898,415,381,451
950,1900,420,380,450
951,1902,419,379,450
952,1904,423,378,450
953,1906,424,381,453
954,1908,416,375,449
955,1910,422,381,451
956,1912,418,376,450
957,1914,420,377,453
958,1916,418,377,446
959,1918,422,383,448
960,1920,421,378,450
961,1922,420,379,449
962,1924,416,377,449
963,1926,421,379,452
964,1928,417,379,450
965,1930,420,376,447
966,1932,419,380,447
967,1934,419,381,451
968,1936,423,383,448
969,1938,426,380,453
970,1940,420,379,452
971,1942,418,381,451
972,1944,420,380,452
973,1946,418,381,449
974,1948,421,381,454
975,1950,421,382,451
976,1952,421,382,449
977,1954,420,378,447
978,1956,417,379,449
979,1958,420,384,453
980,1960,420,376,448
981,1962,418,379,449
982,1964,422,378,452
983,1966,417,379,455
984,1968,415,381,447
985,1970,418,381,451
986,1972,422,380,449
987,1974,421,380,448
988,1976,424,380,451
989,1978,423,380,452
990,1980,422,385,449
991,1982,418,384,449
992,1984,418,384,451
993,1986,419,374,447
994,1988,423,380,449
995,1990,421,382,449
996,1992,419,381,451
997,1994,421,380,450
998,1996,421,381,450
999,1998,420,383,451
1000,2000,421,381,451
1001,2001,421,380,451
1002,2004,424,379,451
1003,2005,418,379,447
1004,2008,424,379,451
1005,2009,420,379,449
1006,2012,418,380,448
1007,2013,421,380,454
1008,2016,420,381,450
1009,2017,422,383,445
1010,2020,422,379,453
1011,2021,422,378,449
1012,2024,419,383,449
1013,2025,418,378,452
1014,2028,419,377,448
1015,2029,417,379,452
1016,2032,424,378,449
1017,2033,419,379,448
1018,2036,421,379,451
1019,2037,421,380,448
1020,2040,419,382,451
1021,2041,421,382,452
1022,2044,422,381,452
1023,2045,422,379,456
1024,2048,421,379,453
1025,2050,418,382,449
1026,2052,424,378,451
1027,2054,422,380,449
1028,2056,422,381,452
1029,2058,421,381,449
1030,2060,418,381,448
1031,2062,419,378,449
1032,2064,417,379,449
1033,2066,419,381,448
1034,2068,421,380,450
1035,2070,422,383,448
1036,2072,419,380,451
1037,2074,422,380,450
1038,2076,423,379,453
1039,2078,417,378,449
1040,2080,416,380,449
1041,2082,420,382,449
1042,2084,419,378,449
1043,2086,420,381,451
1044,2088,420,384,447
1045,2090,417,379,447
1046,2092,422,383,450
1047,2094,421,380,449
1048,2096,419,379,449
1049,2098,420,380,453
1050,2100,418,380,448
1051,2102,414,384,448
1052,2104,419,381,450
1053,2106,422,381,451
1054,2108,419,382,452
1055,2110,418,380,448
1056,2112,419,380,451
1057,2114,422,382,446
1058,2116,417,380,454
1059,2118,420,382,448
1060,2120,420,381,448
1061,2122,424,384,449
1062,2124,421,382,449
1063,2126,417,380,453
1064,2128,418,381,448
1065,2130,416,382,448
1066,2132,418,380,451
1067,2134,417,379,450
1068,2136,420,380,451
1069,2138,423,380,453
1070,2140,423,377,451
1071,2142,419,379,451
1072,2144,420,383,451
1073,2146,423,380,449
1074,2148,422,382,451
1075,2150,423,380,450
1076,2152,421,380,451
1077,2154,420,378,450
1078,2156,415,380,451
1079,2158,420,383,449
1080,2160,420,379,453
1081,2162,421,378,453
1082,2164,422,379,451
1083,2166,419,381,453
1084,2168,422,378,450
1085,2170,419,380,451
1086,2172,421,375,449
1087,2174,418,379,450
1088,2176,418,378,451
1089,2178,421,382,453
1090,2180,422,379,448
1091,2182,420,380,449
1092,2184,421,383,451
1093,2186,421,379,450
1094,2188,418,382,451
1095,2190,420,380,453
1096,2192,422,384,446
1097,2194,420,377,451
1098,2196,421,375,452
1099,2198,423,380,454
1100,2200,420,380,451
1101,2202,418,380,451
1102,2204,418,378,453
1103,2206,418,378,451
1104,2208,418,378,447
1105,2210,418,376,449
1106,2212,423,383,451
1107,2214,420,379,451
1108,2216,423,376,450
1109,2218,423,379,450
1110,2220,421,381,449
1111,2222,423,379,448
1112,2224,419,382,452
1113,2226,419,381,449
1114,2228,420,383,451
1115,2230,420,376,450
1116,2232,421,379,451
1117,2234,421,382,452
1118,2236,420,376,451
1119,2238,421,375,454
1120,2240,419,381,452
1121,2242,422,379,452
1122,2244,421,382,447
1123,2246,419,382,451
1124,2248,421,380,448
1125,2250,416,383,451
1126,2252,419,384,451
1127,2254,419,382,450
1128,2256,420,378,448
1129,2258,421,381,449
1130,2260,420,383,450
1131,2262,421,376,451
1132,2264,422,380,451
1133,2266,418,379,452
1134,2268,421,379,451
1135,2270,417,377,447
1136,2272,421,378,446
1137,2274,422,379,448
1138,2276,419,377,449
1139,2278,419,379,450
1140,2280,420,382,450
1141,2282,420,376,445
1142,2284,423,383,452
1143,2286,419,379,448
1144,2288,419,380,450
1145,2290,421,375,453
1146,2292,420,377,451
1147,2294,416,378,445
1148,2296,421,381,450
1149,2298,420,381,448
1150,2300,423,379,451
1151,2302,418,379,453
1152,2304,419,383,453
1153,2306,418,379,449
1154,2308,419,379,451
1155,2310,420,381,448
1156,2312,419,380,449
1157,2314,420,377,451
1158,2316,420,380,452
1159,2318,423,382,447
1160,2320,420,379,452
1161,2322,422,382,452
1162,2324,421,381,447
1163,2326,416,383,450
1164,2328,421,377,451
1165,2330,421,379,449
1166,2332,419,380,453
1167,2334,419,381,450
1168,2336,419,376,449
1169,2338,421,384,450
1170,2340,421,381,452
1171,2342,418,384,452
1172,2344,418,379,452
1173,2346,418,381,453
1174,2348,420,381,449
1175,2350,425,377,448
1176,2352,420,382,453
1177,2354,421,379,449
1178,2356,418,381,451
1179,2358,417,382,448
1180,2360,419,380,454
1181,2362,422,379,451
1182,2364,415,379,448
1183,2366,418,381,449
1184,2368,421,377,453
1185,2370,419,381,446
1186,2372,418,378,448
1187,2374,420,382,448
1188,2376,418,381,450
1189,2378,417,381,450
1190,2380,421,383,452
1191,2382,420,380,454
1192,2384,420,382,449
1193,2386,421,380,450
1194,2388,418,378,450
1195,2390,419,381,450
1196,2392,420,381,449
1197,2394,421,382,450
1198,2396,422,376,450
1199,2398,422,377,451
1200,2400,420,380,451
1201,2402,423,382,450
1202,2404,420,379,450
1203,2406,417,379,452
1204,2408,419,379,448
1205,2410,420,381,448
1206,2412,420,378,450
1207,2414,422,377,450
1208,2416,418,381,453
1209,2418,417,383,447
1210,2420,422,381,448
1211,2422,421,377,454
1212,2424,422,381,450
1213,2426,420,379,446
1214,2428,418,379,454
1215,2430,420,381,451
1216,2432,418,377,451
1217,2434,422,383,444
1218,2436,422,381,452
1219,2438,422,379,450
1220,2440,418,378,452
1221,2442,421,377,453
1222,2444,420,380,450
1223,2446,418,383,454
1224,2448,418,381,453
1225,2450,422,380,447
1226,2452,419,377,452
1227,2454,420,380,454
1228,2456,417,377,450
1229,2458,422,382,453
1230,2460,423,379,453
1231,2462,422,377,453
1232,2464,418,381,450
1233,2466,421,374,449
1234,2468,420,381,449
1235,2470,421,380,451
1236,2472,419,378,450
1237,2474,420,382,451
1238,2476,420,382,450
1239,2478,420,382,453
1240,2480,419,379,450
1241,2482,423,378,452
1242,2484,420,379,450
1243,2486,421,382,453
1244,2488,420,381,449
1245,2490,421,381,450
1246,2492,417,381,447
1247,2494,418,381,452
1248,2496,421,378,450
1249,2498,417,381,447
1250,2500,419,378,448
1251,2502,421,380,448
1252,2504,422,385,449
1253,2506,419,379,454
1254,2508,417,380,449
1255,2510,421,380,451
1256,2512,416,379,450
1257,2514,422,378,450
1258,2516,419,379,451
1259,2518,420,382,451
1260,2520,421,381,451
1261,2522,419,376,447
1262,2524,417,381,448
1263,2526,421,382,453
1264,2528,417,382,453
1265,2530,417,383,451
1266,2532,422,382,447
1267,2534,418,383,450
1268,2536,422,378,449
1269,2538,418,380,452
1270,2540,421,382,448
1271,2542,423,378,446
1272,2544,422,383,449
1273,2546,415,379,450
1274,2548,423,380,450
1275,2550,422,384,450
1276,2552,418,381,450
1277,2554,422,382,447
1278,2556,418,379,450
1279,2558,420,383,450
1280,2560,420,378,448
1281,2562,423,378,453
1282,2564,422,379,450
1283,2566,420,379,453
1284,2568,420,382,452
1285,2570,420,379,447
1286,2572,423,383,448
